OPERATION_TYPE,SITE_CELL_ID,SITE_ID,CELL_STATUS,UTILIZATION_PEAK_TIME,LATITUDE,LONGITUDE
I,856536,479802,ACTIVE,,12.67789,101.30157
I,856537,479802,ACTIVE,,12.67789,101.30157
I,856538,479802,ACTIVE,,12.67789,101.30157
I,840663,474696,ACTIVE,,13.64321,100.59659
I,840664,474696,ACTIVE,,13.64321,100.59659
I,840665,474696,ACTIVE,,13.64321,100.59659
I,840666,474696,DEACTIVE,,13.64321,100.59659
I,816291,469824,ACTIVE,,7.18131,100.595705
I,816292,469824,ACTIVE,,7.18131,100.595705
I,816293,469824,ACTIVE,,7.18131,100.595705
I,817030,470055,ACTIVE,,98.336384,7.907673
I,817031,470055,ACTIVE,,98.336384,7.907673
I,848752,476644,ACTIVE,,14.068032,100.597845
I,848753,476644,ACTIVE,,14.068032,100.597845
I,846411,476009,ACTIVE,,14.06672,100.60185
I,846412,476009,ACTIVE,,14.06672,100.60185
I,846413,476009,ACTIVE,,14.06672,100.60185
I,846414,476009,DEACTIVE,,14.06672,100.60185
I,804673,468400,ACTIVE,,17.41031,104.78422
I,804674,468400,ACTIVE,,17.41031,104.78422
I,804675,468400,ACTIVE,,17.41031,104.78422
I,849577,476953,ACTIVE,,13.5983,100.726535
I,849578,476953,ACTIVE,,13.5983,100.726535
I,849579,476953,ACTIVE,,13.5983,100.726535
I,849580,476953,DEACTIVE,,13.5983,100.726535
I,849581,476953,DEACTIVE,,13.5983,100.726535
I,856613,479825,ACTIVE,,12.681,101.27
I,856614,479825,ACTIVE,,12.681,101.27
I,856615,479825,ACTIVE,,12.681,101.27
I,848898,476686,ACTIVE,,13.855422,100.518022
I,848899,476686,ACTIVE,,13.855422,100.518022
I,848900,476686,ACTIVE,,13.855422,100.518022
I,848901,476686,ACTIVE,,13.855422,100.518022
I,839699,474494,ACTIVE,,13.891256,100.620704
I,839700,474494,ACTIVE,,13.891256,100.620704
I,839701,474494,ACTIVE,,13.891256,100.620704
I,839702,474494,DEACTIVE,,13.891256,100.620704
I,839703,474494,ACTIVE,,13.891256,100.620704
I,839704,474494,DEACTIVE,,13.891256,100.620704
I,821362,471042,ACTIVE,,99.535736,16.467366
I,821363,471042,ACTIVE,,99.535736,16.467366
I,821364,471042,ACTIVE,,99.535736,16.467366
I,841244,474830,ACTIVE,,13.7056,100.61205
I,841245,474830,ACTIVE,,13.7056,100.61205
I,841246,474830,ACTIVE,,13.7056,100.61205
I,841247,474830,DEACTIVE,,13.7056,100.61205
I,841248,474830,DEACTIVE,,13.7056,100.61205
